"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","NetWeight in KGM"
"S3","RWA","074","Rwanda","SAU","Saudi Arabia",2020,"Gross Exp.",2,475.465,177378,8,"Kg",177378
"S3","RWA","074","Rwanda","SAU","Saudi Arabia",2021,"Export",6,603.434,184035.6,8,"Kg",184036
"S3","RWA","074","Rwanda","SAU","Saudi Arabia",2021,"Gross Exp.",2,603.434,184035.6,8,"Kg",184036
"S3","RWA","074","Rwanda","SAU","Saudi Arabia",2022,"Export",6,348.636,117481,8,"Kg",117481
"S3","RWA","074","Rwanda","SAU","Saudi Arabia",2022,"Gross Exp.",2,348.636,117481,8,"Kg",117481
"S3","RWA","074","Rwanda","SGP","Singapore",2022,"Export",6,114.286,19200,8,"Kg",19200
"S3","RWA","074","Rwanda","SGP","Singapore",2022,"Gross Exp.",2,114.286,19200,8,"Kg",19200
"S3","RWA","074","Rwanda","SOM","Somalia",2020,"Export",6,45.92,16886,8,"Kg",16886
"S3","RWA","074","Rwanda","SOM","Somalia",2020,"Gross Exp.",2,45.92,16886,8,"Kg",16886
"S3","RWA","074","Rwanda","SOM","Somalia",2021,"Export",6,227.81,84061.6,8,"Kg",84062
"S3","RWA","074","Rwanda","SOM","Somalia",2021,"Gross Exp.",2,227.81,84061.6,8,"Kg",84062
"S3","RWA","074","Rwanda","SOM","Somalia",2022,"Export",6,84.811,29410,8,"Kg",29410
"S3","RWA","074","Rwanda","SOM","Somalia",2022,"Gross Exp.",2,84.811,29410,8,"Kg",29410
"S3","RWA","074","Rwanda","SSD","South Sudan",2022,"Export",6,294.733,45420,8,"Kg",45420
"S3","RWA","074","Rwanda","SSD","South Sudan",2022,"Gross Exp.",2,294.733,45420,8,"Kg",45420
"S3","RWA","074","Rwanda","SUD","Sudan",2020,"Export",6,4570.038,1611197,8,"Kg",1611197
"S3","RWA","074","Rwanda","SUD","Sudan",2020,"Gross Exp.",2,4570.038,1611197,8,"Kg",1611197
"S3","RWA","074","Rwanda","SUD","Sudan",2021,"Export",6,3007.625,1088299,8,"Kg",1088299
"S3","RWA","074","Rwanda","SUD","Sudan",2021,"Gross Exp.",2,3007.625,1088299,8,"Kg",1088299
"S3","RWA","074","Rwanda","SUD","Sudan",2022,"Export",6,5543.82,1906714,8,"Kg",1906714
"S3","RWA","074","Rwanda","SUD","Sudan",2022,"Gross Exp.",2,5543.82,1906714,8,"Kg",1906714
"S3","RWA","074","Rwanda","SUR","Suriname",2022,"Gross Imp.",1,0.151,12,8,"Kg",12
"S3","RWA","074","Rwanda","SUR","Suriname",2022,"Import",5,0.151,12,8,"Kg",12
"S3","RWA","074","Rwanda","SWE","Sweden",2020,"Export",6,48.134,17440,8,"Kg",17440
"S3","RWA","074","Rwanda","SWE","Sweden",2020,"Gross Exp.",2,48.134,17440,8,"Kg",17440
"S3","RWA","074","Rwanda","SWE","Sweden",2021,"Export",6,78.55,22941,8,"Kg",22941
"S3","RWA","074","Rwanda","SWE","Sweden",2021,"Gross Exp.",2,78.55,22941,8,"Kg",22941
"S3","RWA","074","Rwanda","TCD","Chad",2020,"Export",6,3.369,1276,8,"Kg",1276
"S3","RWA","074","Rwanda","TCD","Chad",2020,"Gross Exp.",2,3.369,1276,8,"Kg",1276
"S3","RWA","074","Rwanda","TCD","Chad",2021,"Export",6,6.181,2396,8,"Kg",2396
"S3","RWA","074","Rwanda","TCD","Chad",2021,"Gross Exp.",2,6.181,2396,8,"Kg",2396
"S3","RWA","074","Rwanda","THA","Thailand",2021,"Gross Imp.",1,0.037,200,8,"Kg",200
"S3","RWA","074","Rwanda","THA","Thailand",2021,"Import",5,0.037,200,8,"Kg",200
"S3","RWA","074","Rwanda","THA","Thailand",2022,"Gross Imp.",1,0.137,100,8,"Kg",100
"S3","RWA","074","Rwanda","THA","Thailand",2022,"Import",5,0.137,100,8,"Kg",100
"S3","RWA","074","Rwanda","TJK","Tajikistan",2021,"Export",6,216.932,80605.6,8,"Kg",80606
"S3","RWA","074","Rwanda","TJK","Tajikistan",2021,"Gross Exp.",2,216.932,80605.6,8,"Kg",80606
"S3","RWA","074","Rwanda","TUR","Turkey",2020,"Export",6,937.012,335129,8,"Kg",335129
"S3","RWA","074","Rwanda","TUR","Turkey",2020,"Gross Exp.",2,937.012,335129,8,"Kg",335129
"S3","RWA","074","Rwanda","TUR","Turkey",2021,"Export",6,215.367,77164,8,"Kg",77164
"S3","RWA","074","Rwanda","TUR","Turkey",2021,"Gross Exp.",2,215.367,77164,8,"Kg",77164
"S3","RWA","074","Rwanda","TUR","Turkey",2021,"Gross Imp.",1,0.194,20,8,"Kg",20
"S3","RWA","074","Rwanda","TUR","Turkey",2021,"Import",5,0.194,20,8,"Kg",20
"S3","RWA","074","Rwanda","TUR","Turkey",2022,"Export",6,884.14,305151,8,"Kg",305151
"S3","RWA","074","Rwanda","TUR","Turkey",2022,"Gross Exp.",2,884.14,305151,8,"Kg",305151
"S3","RWA","074","Rwanda","TUR","Turkey",2022,"Gross Imp.",1,0.689,207.2,8,"Kg",207
"S3","RWA","074","Rwanda","TUR","Turkey",2022,"Import",5,0.689,207.2,8,"Kg",207
"S3","RWA","074","Rwanda","TZA","Tanzania",2020,"Export",6,0.101,74,8,"Kg",74
"S3","RWA","074","Rwanda","TZA","Tanzania",2020,"Gross Exp.",2,0.101,74,8,"Kg",74
"S3","RWA","074","Rwanda","TZA","Tanzania",2020,"Gross Imp.",1,347.215,292926,8,"Kg",292926
"S3","RWA","074","Rwanda","TZA","Tanzania",2020,"Import",5,347.215,292926,8,"Kg",292926
"S3","RWA","074","Rwanda","TZA","Tanzania",2021,"Export",6,3.481,800,8,"Kg",800
"S3","RWA","074","Rwanda","TZA","Tanzania",2021,"Gross Exp.",2,3.481,800,8,"Kg",800
"S3","RWA","074","Rwanda","TZA","Tanzania",2021,"Gross Imp.",1,110.84,88199.3,8,"Kg",88199
"S3","RWA","074","Rwanda","TZA","Tanzania",2021,"Import",5,110.84,88199.3,8,"Kg",88199
"S3","RWA","074","Rwanda","TZA","Tanzania",2022,"Export",6,4.043,810,8,"Kg",810
"S3","RWA","074","Rwanda","TZA","Tanzania",2022,"Gross Exp.",2,4.043,810,8,"Kg",810
"S3","RWA","074","Rwanda","TZA","Tanzania",2022,"Gross Imp.",1,58.854,57298,8,"Kg",57298
"S3","RWA","074","Rwanda","TZA","Tanzania",2022,"Import",5,58.854,57298,8,"Kg",57298
"S3","RWA","074","Rwanda","UGA","Uganda",2022,"Gross Imp.",1,105.049,46734,8,"Kg",46734
"S3","RWA","074","Rwanda","UGA","Uganda",2022,"Import",5,105.049,46734,8,"Kg",46734
"S3","RWA","074","Rwanda","UKR","Ukraine",2020,"Export",6,64.193,24264,8,"Kg",24264
"S3","RWA","074","Rwanda","UKR","Ukraine",2020,"Gross Exp.",2,64.193,24264,8,"Kg",24264
"S3","RWA","074","Rwanda","UKR","Ukraine",2021,"Export",6,317.282,116330.6,8,"Kg",116331
"S3","RWA","074","Rwanda","UKR","Ukraine",2021,"Gross Exp.",2,317.282,116330.6,8,"Kg",116331
"S3","RWA","074","Rwanda","UKR","Ukraine",2022,"Export",6,35.206,12568,8,"Kg",12568
"S3","RWA","074","Rwanda","UKR","Ukraine",2022,"Gross Exp.",2,35.206,12568,8,"Kg",12568
"S3","RWA","074","Rwanda","USA","United States",2020,"Export",6,854.041,302353,8,"Kg",302353
"S3","RWA","074","Rwanda","USA","United States",2020,"Gross Exp.",2,854.041,302353,8,"Kg",302353
"S3","RWA","074","Rwanda","USA","United States",2020,"Gross Imp.",1,0.005,0.6,8,"Kg",1
"S3","RWA","074","Rwanda","USA","United States",2020,"Import",5,0.005,0.6,8,"Kg",1
"S3","RWA","074","Rwanda","USA","United States",2021,"Export",6,1998.888,518568.6,8,"Kg",518569
"S3","RWA","074","Rwanda","USA","United States",2021,"Gross Exp.",2,1998.888,518568.6,8,"Kg",518569
"S3","RWA","074","Rwanda","USA","United States",2022,"Export",6,1511.948,301830,8,"Kg",301830
"S3","RWA","074","Rwanda","USA","United States",2022,"Gross Exp.",2,1511.948,301830,8,"Kg",301830
"S3","RWA","074","Rwanda","USA","United States",2022,"Gross Imp.",1,0.015,1.1,8,"Kg",1
"S3","RWA","074","Rwanda","USA","United States",2022,"Import",5,0.015,1.1,8,"Kg",1
"S3","RWA","074","Rwanda","UZB","Uzbekistan",2020,"Export",6,683.313,251284,8,"Kg",251284
"S3","RWA","074","Rwanda","UZB","Uzbekistan",2020,"Gross Exp.",2,683.313,251284,8,"Kg",251284
"S3","RWA","074","Rwanda","UZB","Uzbekistan",2021,"Export",6,681.64,256221.6,8,"Kg",256222
"S3","RWA","074","Rwanda","UZB","Uzbekistan",2021,"Gross Exp.",2,681.64,256221.6,8,"Kg",256222
"S3","RWA","074","Rwanda","UZB","Uzbekistan",2022,"Export",6,272.703,94228,8,"Kg",94228
"S3","RWA","074","Rwanda","UZB","Uzbekistan",2022,"Gross Exp.",2,272.703,94228,8,"Kg",94228
"S3","RWA","074","Rwanda","VNM","Vietnam",2022,"Gross Imp.",1,0.023,3.76,8,"Kg",4
"S3","RWA","074","Rwanda","VNM","Vietnam",2022,"Import",5,0.023,3.76,8,"Kg",4
"S3","RWA","074","Rwanda","WLD"," World",2020,"Export",6,104549.33,37032270.7,8,"Kg",37032271
"S3","RWA","074","Rwanda","WLD"," World",2020,"Gross Exp.",2,104554.013,37036456.5,8,"Kg",37036457
"S3","RWA","022","Rwanda","TZA","Tanzania",2022,"Gross Exp.",2,18.328,28020,8,"Kg",28020
"S3","RWA","022","Rwanda","TZA","Tanzania",2022,"Gross Imp.",1,100.017,27945.5,8,"Kg",27946
"S3","RWA","022","Rwanda","TZA","Tanzania",2022,"Import",5,100.017,27945.5,8,"Kg",27946
"S3","RWA","022","Rwanda","UGA","Uganda",2021,"Gross Imp.",1,2.538,3695,8,"Kg",3695
"S3","RWA","022","Rwanda","UGA","Uganda",2021,"Import",5,2.538,3695,8,"Kg",3695
"S3","RWA","022","Rwanda","UGA","Uganda",2022,"Export",6,0.086,150,8,"Kg",150
"S3","RWA","022","Rwanda","UGA","Uganda",2022,"Gross Exp.",2,0.086,150,8,"Kg",150
"S3","RWA","022","Rwanda","UGA","Uganda",2022,"Gross Imp.",1,1026.985,960178,8,"Kg",960178
"S3","RWA","022","Rwanda","UGA","Uganda",2022,"Import",5,1026.985,960178,8,"Kg",960178
"S3","RWA","022","Rwanda","USA","United States",2021,"Gross Imp.",1,7.607,612,8,"Kg",612
"S3","RWA","022","Rwanda","USA","United States",2021,"Import",5,7.607,612,8,"Kg",612
"S3","RWA","022","Rwanda","USA","United States",2022,"Gross Imp.",1,0.032,45,8,"Kg",45
"S3","RWA","022","Rwanda","USA","United States",2022,"Import",5,0.032,45,8,"Kg",45
"S3","RWA","022","Rwanda","WLD"," World",2020,"Export",6,1529.591,2342867,8,"Kg",2342867
"S3","RWA","022","Rwanda","WLD"," World",2020,"Gross Exp.",2,3178,2931375.49,8,"Kg",2931375
"S3","RWA","022","Rwanda","WLD"," World",2020,"Gross Imp.",1,11524.65,4121952.3,8,"Kg",4121952
"S3","RWA","022","Rwanda","WLD"," World",2020,"Import",5,11524.65,4121952.3,8,"Kg",4121952
"S3","RWA","022","Rwanda","WLD"," World",2020,"Re-Export",3,1648.409,588508.49,8,"Kg",588508
"S3","RWA","022","Rwanda","WLD"," World",2021,"Export",6,1888.974,2421713,8,"Kg",2421713
"S3","RWA","022","Rwanda","WLD"," World",2021,"Gross Exp.",2,4534.061,3298765.813,8,"Kg",3298766
"S3","RWA","022","Rwanda","WLD"," World",2021,"Gross Imp.",1,13484.091,4389641.84,8,"Kg",4389642
"S3","RWA","022","Rwanda","WLD"," World",2021,"Import",5,13484.091,4389641.84,8,"Kg",4389642
"S3","RWA","022","Rwanda","WLD"," World",2021,"Re-Export",3,2645.087,877052.813,8,"Kg",877053
"S3","RWA","022","Rwanda","WLD"," World",2022,"Export",6,2098.777,2939449,8,"Kg",2939449
"S3","RWA","022","Rwanda","WLD"," World",2022,"Gross Exp.",2,5180.281,3806416.9,8,"Kg",3806417
"S3","RWA","022","Rwanda","WLD"," World",2022,"Gross Imp.",1,22976.209,6354956.53,8,"Kg",6354957
"S3","RWA","022","Rwanda","WLD"," World",2022,"Import",5,22976.209,6354956.53,8,"Kg",6354957
"S3","RWA","022","Rwanda","WLD"," World",2022,"Re-Export",3,3081.504,866967.9,8,"Kg",866968
"S3","RWA","022","Rwanda","ZAF","South Africa",2020,"Gross Imp.",1,0.522,126,8,"Kg",126
"S3","RWA","022","Rwanda","ZAF","South Africa",2020,"Import",5,0.522,126,8,"Kg",126
"S3","RWA","022","Rwanda","ZAF","South Africa",2021,"Export",6,0,0,8,"Kg",0
"S3","RWA","022","Rwanda","ZAF","South Africa",2021,"Gross Exp.",2,21.407,25427,8,"Kg",25427
"S3","RWA","022","Rwanda","ZAF","South Africa",2021,"Gross Imp.",1,15.66,8009.88,8,"Kg",8010
"S3","RWA","022","Rwanda","ZAF","South Africa",2021,"Import",5,15.66,8009.88,8,"Kg",8010
"S3","RWA","022","Rwanda","ZAF","South Africa",2021,"Re-Export",3,21.407,25427,8,"Kg",25427
"S3","RWA","022","Rwanda","ZAF","South Africa",2022,"Gross Imp.",1,10.023,11631.86,8,"Kg",11632
"S3","RWA","022","Rwanda","ZAF","South Africa",2022,"Import",5,10.023,11631.86,8,"Kg",11632
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Export",6,965.636,1426588,8,"Kg",1426588
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Gross Exp.",2,2614.045,2015096.49,8,"Kg",2015096
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Gross Imp.",1,13.246,6610.6,8,"Kg",6611
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Import",5,13.246,6610.6,8,"Kg",6611
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Re-Export",3,1648.409,588508.49,8,"Kg",588508
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Export",6,1123.782,1486516,8,"Kg",1486516
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Exp.",2,3730.313,2335001.813,8,"Kg",2335002
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Imp.",1,1.838,743,8,"Kg",743
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Import",5,1.838,743,8,"Kg",743
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Re-Export",3,2606.531,848485.813,8,"Kg",848486
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Export",6,828.898,992953,8,"Kg",992953
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Exp.",2,3411.658,1762321.7,8,"Kg",1762322
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Imp.",1,13.713,3405.5,8,"Kg",3406
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Import",5,13.713,3405.5,8,"Kg",3406
"S3","RWA","022","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Re-Export",3,2582.76,769368.7,8,"Kg",769369
"S3","RWA","022","Rwanda","ZMB","Zambia",2021,"Export",6,0,0,8,"Kg",0
"S3","RWA","022","Rwanda","ZMB","Zambia",2021,"Gross Exp.",2,13.067,2685,8,"Kg",2685
"S3","RWA","022","Rwanda","ZMB","Zambia",2021,"Gross Imp.",1,1.437,240,8,"Kg",240
"S3","RWA","022","Rwanda","ZMB","Zambia",2021,"Import",5,1.437,240,8,"Kg",240
"S3","RWA","022","Rwanda","ZMB","Zambia",2021,"Re-Export",3,13.067,2685,8,"Kg",2685
"S3","RWA","022","Rwanda","ZMB","Zambia",2022,"Export",6,0,0,8,"Kg",0
"S3","RWA","022","Rwanda","ZMB","Zambia",2022,"Gross Exp.",2,21.502,4530,8,"Kg",4530
"S3","RWA","022","Rwanda","ZMB","Zambia",2022,"Re-Export",3,21.502,4530,8,"Kg",4530
"S3","RWA","023","Rwanda","ARE","United Arab Emirates",2020,"Gross Imp.",1,1.588,519,8,"Kg",519
"S3","RWA","023","Rwanda","ARE","United Arab Emirates",2020,"Import",5,1.588,519,8,"Kg",519
"S3","RWA","023","Rwanda","ARE","United Arab Emirates",2021,"Gross Imp.",1,2.661,491,8,"Kg",491
"S3","RWA","023","Rwanda","ARE","United Arab Emirates",2021,"Import",5,2.661,491,8,"Kg",491
"S3","RWA","023","Rwanda","ARE","United Arab Emirates",2022,"Gross Imp.",1,9.666,3661,8,"Kg",3661
"S3","RWA","023","Rwanda","ARE","United Arab Emirates",2022,"Import",5,9.666,3661,8,"Kg",3661
"S3","RWA","023","Rwanda","BEL","Belgium",2020,"Gross Imp.",1,5.769,1267,8,"Kg",1267
"S3","RWA","023","Rwanda","BEL","Belgium",2020,"Import",5,5.769,1267,8,"Kg",1267
"S3","RWA","023","Rwanda","BEL","Belgium",2021,"Gross Imp.",1,3.856,1339,8,"Kg",1339
"S3","RWA","023","Rwanda","BEL","Belgium",2021,"Import",5,3.856,1339,8,"Kg",1339
"S3","RWA","023","Rwanda","BEL","Belgium",2022,"Gross Imp.",1,15.37,1759,8,"Kg",1759
"S3","RWA","023","Rwanda","BEL","Belgium",2022,"Import",5,15.37,1759,8,"Kg",1759
"S3","RWA","023","Rwanda","CHN","China",2020,"Gross Imp.",1,0.037,5,8,"Kg",5
"S3","RWA","023","Rwanda","CHN","China",2020,"Import",5,0.037,5,8,"Kg",5
"S3","RWA","023","Rwanda","CHN","China",2021,"Gross Imp.",1,0.004,17,8,"Kg",17
"S3","RWA","023","Rwanda","CHN","China",2021,"Import",5,0.004,17,8,"Kg",17
"S3","RWA","023","Rwanda","DEU","Germany",2021,"Gross Imp.",1,3.203,387.2,8,"Kg",387
"S3","RWA","023","Rwanda","DEU","Germany",2021,"Import",5,3.203,387.2,8,"Kg",387
"S3","RWA","023","Rwanda","DNK","Denmark",2020,"Gross Imp.",1,1.575,300,8,"Kg",300
"S3","RWA","023","Rwanda","DNK","Denmark",2020,"Import",5,1.575,300,8,"Kg",300
"S3","RWA","023","Rwanda","DNK","Denmark",2021,"Gross Imp.",1,14.899,3514.63,8,"Kg",3515
"S3","RWA","023","Rwanda","DNK","Denmark",2021,"Import",5,14.899,3514.63,8,"Kg",3515
"S3","RWA","023","Rwanda","DNK","Denmark",2022,"Gross Imp.",1,4.98,731,8,"Kg",731
"S3","RWA","023","Rwanda","DNK","Denmark",2022,"Import",5,4.98,731,8,"Kg",731
"S3","RWA","023","Rwanda","EGY","Egypt, Arab Rep.",2020,"Export",6,42.414,17550,8,"Kg",17550
"S3","RWA","023","Rwanda","EGY","Egypt, Arab Rep.",2020,"Gross Exp.",2,42.414,17550,8,"Kg",17550
"S3","RWA","023","Rwanda","FRA","France",2020,"Gross Imp.",1,4.17,626.9,8,"Kg",627
"S3","RWA","023","Rwanda","FRA","France",2020,"Import",5,4.17,626.9,8,"Kg",627
"S3","RWA","023","Rwanda","FRA","France",2021,"Gross Imp.",1,20.581,1830,8,"Kg",1830
"S3","RWA","023","Rwanda","FRA","France",2021,"Import",5,20.581,1830,8,"Kg",1830
"S3","RWA","023","Rwanda","FRA","France",2022,"Gross Imp.",1,92.981,6949,8,"Kg",6949
"S3","RWA","023","Rwanda","FRA","France",2022,"Import",5,92.981,6949,8,"Kg",6949
"S3","RWA","023","Rwanda","GHA","Ghana",2020,"Gross Imp.",1,0.356,50,8,"Kg",50
"S3","RWA","023","Rwanda","GHA","Ghana",2020,"Import",5,0.356,50,8,"Kg",50
"S3","RWA","023","Rwanda","GRC","Greece",2022,"Gross Imp.",1,0.813,48,8,"Kg",48
"S3","RWA","023","Rwanda","GRC","Greece",2022,"Import",5,0.813,48,8,"Kg",48
"S3","RWA","023","Rwanda","IND","India",2021,"Gross Imp.",1,2.102,681,8,"Kg",681
"S3","RWA","023","Rwanda","IND","India",2021,"Import",5,2.102,681,8,"Kg",681
"S3","RWA","023","Rwanda","ITA","Italy",2021,"Gross Imp.",1,0.395,32,8,"Kg",32
"S3","RWA","023","Rwanda","ITA","Italy",2021,"Import",5,0.395,32,8,"Kg",32
"S3","RWA","023","Rwanda","KEN","Kenya",2020,"Gross Imp.",1,28.443,3184.5,8,"Kg",3185
"S3","RWA","023","Rwanda","KEN","Kenya",2020,"Import",5,28.443,3184.5,8,"Kg",3185
"S3","RWA","023","Rwanda","KEN","Kenya",2021,"Export",6,21.329,7605,8,"Kg",7605
"S3","RWA","023","Rwanda","KEN","Kenya",2021,"Gross Exp.",2,21.329,7605,8,"Kg",7605
"S3","RWA","023","Rwanda","KEN","Kenya",2021,"Gross Imp.",1,51.942,6556,8,"Kg",6556
"S3","RWA","023","Rwanda","KEN","Kenya",2021,"Import",5,51.942,6556,8,"Kg",6556
"S3","RWA","023","Rwanda","KEN","Kenya",2022,"Export",6,14.272,5670.762,8,"Kg",5671
"S3","RWA","023","Rwanda","KEN","Kenya",2022,"Gross Exp.",2,14.272,5670.762,8,"Kg",5671
"S3","RWA","023","Rwanda","KEN","Kenya",2022,"Gross Imp.",1,6.236,730,8,"Kg",730
"S3","RWA","023","Rwanda","KEN","Kenya",2022,"Import",5,6.236,730,8,"Kg",730
"S3","RWA","023","Rwanda","MLI","Mali",2021,"Gross Imp.",1,1.534,322,8,"Kg",322
"S3","RWA","023","Rwanda","MLI","Mali",2021,"Import",5,1.534,322,8,"Kg",322
"S3","RWA","023","Rwanda","NLD","Netherlands",2020,"Gross Imp.",1,9.932,1922,8,"Kg",1922
"S3","RWA","023","Rwanda","NLD","Netherlands",2020,"Import",5,9.932,1922,8,"Kg",1922
"S3","RWA","023","Rwanda","NLD","Netherlands",2021,"Gross Imp.",1,3.196,450,8,"Kg",450
"S3","RWA","023","Rwanda","NLD","Netherlands",2021,"Import",5,3.196,450,8,"Kg",450
"S3","RWA","023","Rwanda","NLD","Netherlands",2022,"Gross Imp.",1,2.797,728,8,"Kg",728
"S3","RWA","023","Rwanda","NLD","Netherlands",2022,"Import",5,2.797,728,8,"Kg",728
"S3","RWA","023","Rwanda","ROM","Romania",2022,"Gross Imp.",1,0.112,90,8,"Kg",90
"S3","RWA","023","Rwanda","ROM","Romania",2022,"Import",5,0.112,90,8,"Kg",90
"S3","RWA","023","Rwanda","SAU","Saudi Arabia",2022,"Gross Imp.",1,0.515,150,8,"Kg",150
"S3","RWA","023","Rwanda","SAU","Saudi Arabia",2022,"Import",5,0.515,150,8,"Kg",150
"S3","RWA","023","Rwanda","UGA","Uganda",2022,"Export",6,1.795,1280,8,"Kg",1280
"S3","RWA","023","Rwanda","UGA","Uganda",2022,"Gross Exp.",2,1.795,1280,8,"Kg",1280
"S3","RWA","023","Rwanda","UGA","Uganda",2022,"Gross Imp.",1,31.03,5015,8,"Kg",5015
"S3","RWA","023","Rwanda","UGA","Uganda",2022,"Import",5,31.03,5015,8,"Kg",5015
"S3","RWA","023","Rwanda","WLD"," World",2020,"Export",6,42.414,17550,8,"Kg",17550
"S3","RWA","023","Rwanda","WLD"," World",2020,"Gross Exp.",2,42.414,17550,8,"Kg",17550
"S3","RWA","023","Rwanda","WLD"," World",2020,"Gross Imp.",1,51.869,7874.4,8,"Kg",7874
"S3","RWA","023","Rwanda","WLD"," World",2020,"Import",5,51.869,7874.4,8,"Kg",7874
"S3","RWA","023","Rwanda","WLD"," World",2021,"Export",6,29.552,9873,8,"Kg",9873
"S3","RWA","023","Rwanda","WLD"," World",2021,"Gross Exp.",2,29.737,10233,8,"Kg",10233
"S3","RWA","023","Rwanda","WLD"," World",2021,"Gross Imp.",1,111.554,16513.83,8,"Kg",16514
"S3","RWA","023","Rwanda","WLD"," World",2021,"Import",5,111.554,16513.83,8,"Kg",16514
"S3","RWA","023","Rwanda","WLD"," World",2021,"Re-Export",3,0.185,360,8,"Kg",360
"S3","RWA","023","Rwanda","WLD"," World",2022,"Export",6,16.067,6950.762,8,"Kg",6951
"S3","RWA","023","Rwanda","WLD"," World",2022,"Gross Exp.",2,16.493,7470.762,8,"Kg",7471
"S3","RWA","023","Rwanda","WLD"," World",2022,"Gross Imp.",1,191.302,22526.6,8,"Kg",22527
"S3","RWA","023","Rwanda","WLD"," World",2022,"Import",5,191.302,22526.6,8,"Kg",22527
"S3","RWA","023","Rwanda","WLD"," World",2022,"Re-Export",3,0.426,520,8,"Kg",520
"S3","RWA","023","Rwanda","ZAF","South Africa",2021,"Gross Imp.",1,7.181,894,8,"Kg",894
"S3","RWA","023","Rwanda","ZAF","South Africa",2021,"Import",5,7.181,894,8,"Kg",894
"S3","RWA","023","Rwanda","ZAF","South Africa",2022,"Gross Imp.",1,26.802,2665.6,8,"Kg",2666
"S3","RWA","023","Rwanda","ZAF","South Africa",2022,"Import",5,26.802,2665.6,8,"Kg",2666
"S3","RWA","023","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Export",6,8.223,2268,8,"Kg",2268
"S3","RWA","023","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Exp.",2,8.408,2628,8,"Kg",2628
"S3","RWA","023","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Re-Export",3,0.185,360,8,"Kg",360
"S3","RWA","023","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Export",6,0,0,8,"Kg",0
"S3","RWA","023","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Exp.",2,0.426,520,8,"Kg",520
"S3","RWA","023","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Re-Export",3,0.426,520,8,"Kg",520
"S3","RWA","024","Rwanda","ARE","United Arab Emirates",2020,"Gross Imp.",1,11.795,4959,8,"Kg",4959
"S3","RWA","024","Rwanda","ARE","United Arab Emirates",2020,"Import",5,11.795,4959,8,"Kg",4959
"S3","RWA","024","Rwanda","ARE","United Arab Emirates",2021,"Gross Imp.",1,11.239,4551,8,"Kg",4551
"S3","RWA","024","Rwanda","ARE","United Arab Emirates",2021,"Import",5,11.239,4551,8,"Kg",4551
"S3","RWA","024","Rwanda","ARE","United Arab Emirates",2022,"Gross Imp.",1,4.249,4479,8,"Kg",4479
"S3","RWA","024","Rwanda","ARE","United Arab Emirates",2022,"Import",5,4.249,4479,8,"Kg",4479
"S3","RWA","024","Rwanda","BDI","Burundi",2022,"Export",6,1.106,1050,8,"Kg",1050
"S3","RWA","024","Rwanda","BDI","Burundi",2022,"Gross Exp.",2,1.106,1050,8,"Kg",1050
"S3","RWA","024","Rwanda","BEL","Belgium",2020,"Gross Imp.",1,38.489,8301.9,8,"Kg",8302
"S3","RWA","024","Rwanda","BEL","Belgium",2020,"Import",5,38.489,8301.9,8,"Kg",8302
"S3","RWA","024","Rwanda","BEL","Belgium",2021,"Gross Imp.",1,41.387,8647.82,8,"Kg",8648
"S3","RWA","024","Rwanda","BEL","Belgium",2021,"Import",5,41.387,8647.82,8,"Kg",8648
"S3","RWA","024","Rwanda","BEL","Belgium",2022,"Gross Imp.",1,45.52,8235.35,8,"Kg",8235
"S3","RWA","024","Rwanda","BEL","Belgium",2022,"Import",5,45.52,8235.35,8,"Kg",8235
"S3","RWA","024","Rwanda","CAF","Central African Republic",2021,"Export",6,0.001,1,8,"Kg",1
"S3","RWA","024","Rwanda","CAF","Central African Republic",2021,"Gross Exp.",2,0.001,1,8,"Kg",1
"S3","RWA","024","Rwanda","CAN","Canada",2022,"Gross Imp.",1,0.003,1,8,"Kg",1
